false_positive_rate,true_positive_rate,partition,feature_set
0.145271063,0.68971478,train,full features
0.14550575,0.68971478,train,full features
0.14550575,0.690579084,train,full features
0.145740437,0.690579084,train,full features
0.145740437,0.69187554,train,full features
0.14691387,0.69187554,train,full features
0.14691387,0.692307692,train,full features
0.14761793,0.692307692,train,full features
0.14761793,0.693171997,train,full features
0.147852617,0.693171997,train,full features
0.147852617,0.694468453,train,full features
0.14832199,0.694468453,train,full features
0.14832199,0.696629213,train,full features
0.14973011,0.696629213,train,full features
0.14973011,0.697061366,train,full features
0.150199484,0.697061366,train,full features
0.150199484,0.697493518,train,full features
0.15043417,0.697493518,train,full features
0.15043417,0.69792567,train,full features
0.151372917,0.69792567,train,full features
0.151372917,0.698357822,train,full features
0.151607604,0.698357822,train,full features
0.151607604,0.699222126,train,full features
0.151842291,0.699222126,train,full features
0.151842291,0.699654278,train,full features
0.152311664,0.699654278,train,full features
0.152311664,0.70008643,train,full features
0.152546351,0.70008643,train,full features
0.152546351,0.702247191,train,full features
0.153015724,0.702247191,train,full features
0.153015724,0.703543647,train,full features
0.153250411,0.703543647,train,full features
0.153250411,0.703975799,train,full features
0.153719784,0.703975799,train,full features
0.153719784,0.704407952,train,full features
0.154189157,0.704407952,train,full features
0.154189157,0.704840104,train,full features
0.154658531,0.704840104,train,full features
0.154658531,0.705272256,train,full features
0.155127904,0.705272256,train,full features
0.155127904,0.705704408,train,full features
0.155362591,0.705704408,train,full features
0.155362591,0.70613656,train,full features
0.156301338,0.70613656,train,full features
0.156301338,0.706568712,train,full features
0.156536024,0.706568712,train,full features
0.156536024,0.707000864,train,full features
0.156770711,0.707000864,train,full features
0.156770711,0.707433016,train,full features
0.157005398,0.707433016,train,full features
0.157005398,0.708297321,train,full features
0.157240084,0.708297321,train,full features
0.157240084,0.708729473,train,full features
0.157709458,0.708729473,train,full features
0.157709458,0.709593777,train,full features
0.158413518,0.709593777,train,full features
0.158413518,0.710025929,train,full features
0.160056325,0.710025929,train,full features
0.160056325,0.710890233,train,full features
0.160291011,0.710890233,train,full features
0.160291011,0.711322385,train,full features
0.160525698,0.711322385,train,full features
0.160525698,0.71218669,train,full features
0.160760385,0.71218669,train,full features
0.160760385,0.712618842,train,full features
0.160995072,0.712618842,train,full features
0.160995072,0.713050994,train,full features
0.161229758,0.713050994,train,full features
0.161229758,0.71434745,train,full features
0.162168505,0.71434745,train,full features
0.162168505,0.714779602,train,full features
0.163107252,0.714779602,train,full features
0.163107252,0.715211755,train,full features
0.163341939,0.715211755,train,full features
0.163341939,0.716508211,train,full features
0.164045999,0.716508211,train,full features
0.164045999,0.716940363,train,full features
0.164515372,0.716940363,train,full features
0.164515372,0.717372515,train,full features
0.164984745,0.717372515,train,full features
0.164984745,0.719101124,train,full features
0.166158179,0.719101124,train,full features
0.166158179,0.719965428,train,full features
0.167096926,0.719965428,train,full features
0.167096926,0.72039758,train,full features
0.167331612,0.72039758,train,full features
0.167331612,0.720829732,train,full features
0.167566299,0.720829732,train,full features
0.167566299,0.721694036,train,full features
0.167800986,0.721694036,train,full features
0.167800986,0.722126188,train,full features
0.168035672,0.722126188,train,full features
0.168035672,0.722990493,train,full features
0.168270359,0.722990493,train,full features
0.168270359,0.724286949,train,full features
0.169443793,0.724286949,train,full features
0.169443793,0.724719101,train,full features
0.169678479,0.724719101,train,full features
0.169678479,0.725151253,train,full features
0.170617226,0.725151253,train,full features
0.170617226,0.72644771,train,full features
0.170851913,0.72644771,train,full features
0.170851913,0.728176318,train,full features
0.171086599,0.728176318,train,full features
0.171086599,0.72860847,train,full features
0.171321286,0.72860847,train,full features
0.171321286,0.729472774,train,full features
0.172729406,0.729472774,train,full features
0.172729406,0.730337079,train,full features
0.17390284,0.730337079,train,full features
0.17390284,0.732929991,train,full features
0.1746069,0.732929991,train,full features
0.1746069,0.733794296,train,full features
0.174841586,0.733794296,train,full features
0.174841586,0.734226448,train,full features
0.175076273,0.734226448,train,full features
0.175076273,0.7346586,train,full features
0.17531096,0.7346586,train,full features
0.17531096,0.735090752,train,full features
0.175545647,0.735090752,train,full features
0.175545647,0.735522904,train,full features
0.17601502,0.735522904,train,full features
0.17601502,0.737251513,train,full features
0.176953767,0.737251513,train,full features
0.176953767,0.737683665,train,full features
0.177188453,0.737683665,train,full features
0.177188453,0.738547969,train,full features
0.17742314,0.738547969,train,full features
0.17742314,0.739412273,train,full features
0.1781272,0.739412273,train,full features
0.1781272,0.740708729,train,full features
0.178361887,0.740708729,train,full features
0.178361887,0.741573034,train,full features
0.17883126,0.741573034,train,full features
0.17883126,0.742005186,train,full features
0.179300634,0.742005186,train,full features
0.179300634,0.742437338,train,full features
0.17953532,0.742437338,train,full features
0.17953532,0.743301642,train,full features
0.18023938,0.743301642,train,full features
0.18023938,0.743733794,train,full features
0.180474067,0.743733794,train,full features
0.180474067,0.744165946,train,full features
0.180708754,0.744165946,train,full features
0.180708754,0.745030251,train,full features
0.180943441,0.745030251,train,full features
0.180943441,0.745462403,train,full features
0.181412814,0.745462403,train,full features
0.181412814,0.745894555,train,full features
0.183055621,0.745894555,train,full features
0.183055621,0.746326707,train,full features
0.183290307,0.746326707,train,full features
0.183290307,0.746758859,train,full features
0.183759681,0.746758859,train,full features
0.183759681,0.748055315,train,full features
0.184463741,0.748055315,train,full features
0.184463741,0.74891962,train,full features
0.184698428,0.74891962,train,full features
0.184698428,0.749351772,train,full features
0.186106548,0.749351772,train,full features
0.186106548,0.749783924,train,full features
0.186341234,0.749783924,train,full features
0.186341234,0.750216076,train,full features
0.186575921,0.750216076,train,full features
0.186575921,0.75108038,train,full features
0.187749355,0.75108038,train,full features
0.187749355,0.752808989,train,full features
0.187984041,0.752808989,train,full features
0.187984041,0.753241141,train,full features
0.188453415,0.753241141,train,full features
0.188453415,0.753673293,train,full features
0.188688101,0.753673293,train,full features
0.188688101,0.754105445,train,full features
0.188922788,0.754105445,train,full features
0.188922788,0.755401901,train,full features
0.189157475,0.755401901,train,full features
0.189157475,0.755834054,train,full features
0.189392161,0.755834054,train,full features
0.189392161,0.757562662,train,full features
0.190096222,0.757562662,train,full features
0.190096222,0.757994814,train,full features
0.190565595,0.757994814,train,full features
0.190565595,0.758859118,train,full features
0.191973715,0.758859118,train,full features
0.191973715,0.759291271,train,full features
0.192443088,0.759291271,train,full features
0.192443088,0.759723423,train,full features
0.194085895,0.759723423,train,full features
0.194085895,0.760155575,train,full features
0.194789955,0.760155575,train,full features
0.194789955,0.761019879,train,full features
0.196198076,0.761019879,train,full features
0.196198076,0.761884183,train,full features
0.197606196,0.761884183,train,full features
0.197606196,0.76318064,train,full features
0.198075569,0.76318064,train,full features
0.198075569,0.764044944,train,full features
0.199249003,0.764044944,train,full features
0.199249003,0.764477096,train,full features
0.199953063,0.764477096,train,full features
0.199953063,0.764909248,train,full features
0.200657123,0.764909248,train,full features
0.200657123,0.7653414,train,full features
0.201126496,0.7653414,train,full features
0.201126496,0.767070009,train,full features
0.201361183,0.767070009,train,full features
0.201361183,0.767502161,train,full features
0.203238676,0.767502161,train,full features
0.203238676,0.768366465,train,full features
0.204177423,0.768366465,train,full features
0.204177423,0.770095073,train,full features
0.20582023,0.770095073,train,full features
0.20582023,0.770527226,train,full features
0.206054917,0.770527226,train,full features
0.206054917,0.77139153,train,full features
0.206289603,0.77139153,train,full features
0.206289603,0.772255834,train,full features
0.20652429,0.772255834,train,full features
0.20652429,0.77355229,train,full features
0.206758977,0.77355229,train,full features
0.206758977,0.774416595,train,full features
0.206993663,0.774416595,train,full features
0.206993663,0.774848747,train,full features
0.208401784,0.774848747,train,full features
0.208401784,0.775280899,train,full features
0.20863647,0.775280899,train,full features
0.20863647,0.775713051,train,full features
0.209105844,0.775713051,train,full features
0.209105844,0.776145203,train,full features
0.209809904,0.776145203,train,full features
0.209809904,0.776577355,train,full features
0.210513964,0.776577355,train,full features
0.210513964,0.777009507,train,full features
0.210983337,0.777009507,train,full features
0.210983337,0.777441659,train,full features
0.211218024,0.777441659,train,full features
0.211218024,0.778738116,train,full features
0.211687397,0.778738116,train,full features
0.211687397,0.779170268,train,full features
0.212156771,0.779170268,train,full features
0.212156771,0.780034572,train,full features
0.212626144,0.780034572,train,full features
0.212626144,0.780466724,train,full features
0.212860831,0.780466724,train,full features
0.212860831,0.780898876,train,full features
0.213095517,0.780898876,train,full features
0.213095517,0.781331029,train,full features
0.213564891,0.781331029,train,full features
0.213564891,0.782195333,train,full features
0.214973011,0.782195333,train,full features
0.214973011,0.782627485,train,full features
0.215207698,0.782627485,train,full features
0.215207698,0.783059637,train,full features
0.215442384,0.783059637,train,full features
0.215442384,0.783491789,train,full features
0.215911758,0.783491789,train,full features
0.215911758,0.783923941,train,full features
0.216146444,0.783923941,train,full features
0.216146444,0.784788245,train,full features
0.216850505,0.784788245,train,full features
0.216850505,0.78565255,train,full features
0.217554565,0.78565255,train,full features
0.217554565,0.786084702,train,full features
0.219197372,0.786084702,train,full features
0.219197372,0.786516854,train,full features
0.222248299,0.786516854,train,full features
0.222248299,0.788245462,train,full features
0.222482985,0.788245462,train,full features
0.222482985,0.788677615,train,full features
0.223187045,0.788677615,train,full features
0.223187045,0.790838375,train,full features
0.223421732,0.790838375,train,full features
0.223421732,0.792566984,train,full features
0.223656419,0.792566984,train,full features
0.223656419,0.793431288,train,full features
0.226003286,0.793431288,train,full features
0.226003286,0.794295592,train,full features
0.226942032,0.794295592,train,full features
0.226942032,0.794727744,train,full features
0.227411406,0.794727744,train,full features
0.227411406,0.796456353,train,full features
0.228819526,0.796456353,train,full features
0.228819526,0.796888505,train,full features
0.229288899,0.796888505,train,full features
0.229288899,0.797320657,train,full features
0.229523586,0.797320657,train,full features
0.229523586,0.798184961,train,full features
0.229758273,0.798184961,train,full features
0.229758273,0.798617113,train,full features
0.230697019,0.798617113,train,full features
0.230697019,0.800777874,train,full features
0.232339826,0.800777874,train,full features
0.232339826,0.802506482,train,full features
0.2328092,0.802506482,train,full features
0.2328092,0.802938634,train,full features
0.233043886,0.802938634,train,full features
0.233043886,0.803802939,train,full features
0.233278573,0.803802939,train,full features
0.233278573,0.804235091,train,full features
0.23351326,0.804235091,train,full features
0.23351326,0.804667243,train,full features
0.233747946,0.804667243,train,full features
0.233747946,0.805099395,train,full features
0.233982633,0.805099395,train,full features
0.233982633,0.806828003,train,full features
0.23492138,0.806828003,train,full features
0.23492138,0.80812446,train,full features
0.235390753,0.80812446,train,full features
0.235390753,0.809853068,train,full features
0.236094813,0.809853068,train,full features
0.236094813,0.81028522,train,full features
0.236564187,0.81028522,train,full features
0.236564187,0.811149525,train,full features
0.23703356,0.811149525,train,full features
0.23703356,0.811581677,train,full features
0.237268247,0.811581677,train,full features
0.237268247,0.813310285,train,full features
0.237502934,0.813310285,train,full features
0.237502934,0.814174589,train,full features
0.237972307,0.814174589,train,full features
0.237972307,0.814606742,train,full features
0.238206994,0.814606742,train,full features
0.238206994,0.815471046,train,full features
0.23844168,0.815471046,train,full features
0.23844168,0.81633535,train,full features
0.238676367,0.81633535,train,full features
0.238676367,0.818496111,train,full features
0.238911054,0.818496111,train,full features
0.238911054,0.818928263,train,full features
0.239849801,0.818928263,train,full features
0.239849801,0.819792567,train,full features
0.240553861,0.819792567,train,full features
0.240553861,0.820224719,train,full features
0.241257921,0.820224719,train,full features
0.241257921,0.820656871,train,full features
0.241961981,0.820656871,train,full features
0.241961981,0.821089023,train,full features
0.242900728,0.821089023,train,full features
0.242900728,0.821953328,train,full features
0.243135414,0.821953328,train,full features
0.243135414,0.822817632,train,full features
0.243604788,0.822817632,train,full features
0.243604788,0.823249784,train,full features
0.244074161,0.823249784,train,full features
0.244074161,0.823681936,train,full features
0.244778221,0.823681936,train,full features
0.244778221,0.824114088,train,full features
0.246421028,0.824114088,train,full features
0.246421028,0.825410545,train,full features
0.246655715,0.825410545,train,full features
0.246655715,0.826274849,train,full features
0.246890401,0.826274849,train,full features
0.246890401,0.828003457,train,full features
0.248767895,0.828003457,train,full features
0.248767895,0.828435609,train,full features
0.249237268,0.828435609,train,full features
0.249237268,0.829732066,train,full features
0.250410702,0.829732066,train,full features
0.250410702,0.830164218,train,full features
0.250880075,0.830164218,train,full features
0.250880075,0.83059637,train,full features
0.251114762,0.83059637,train,full features
0.251114762,0.831460674,train,full features
0.251349448,0.831460674,train,full features
0.251349448,0.832324978,train,full features
0.251584135,0.832324978,train,full features
0.251584135,0.832757131,train,full features
0.251818822,0.832757131,train,full features
0.251818822,0.833189283,train,full features
0.254869749,0.833189283,train,full features
0.254869749,0.834053587,train,full features
0.255339122,0.834053587,train,full features
0.255339122,0.835350043,train,full features
0.255808496,0.835350043,train,full features
0.255808496,0.835782195,train,full features
0.256043182,0.835782195,train,full features
0.256043182,0.836214347,train,full features
0.256277869,0.836214347,train,full features
0.256277869,0.8366465,train,full features
0.256512556,0.8366465,train,full features
0.256512556,0.837510804,train,full features
0.256747242,0.837510804,train,full features
0.256747242,0.838375108,train,full features
0.257685989,0.838375108,train,full features
0.257685989,0.83880726,train,full features
0.258390049,0.83880726,train,full features
0.258390049,0.839671564,train,full features
0.259094109,0.839671564,train,full features
0.259094109,0.840103717,train,full features
0.259328796,0.840103717,train,full features
0.259328796,0.840968021,train,full features
0.259798169,0.840968021,train,full features
0.259798169,0.841400173,train,full features
0.260267543,0.841400173,train,full features
0.260267543,0.842264477,train,full features
0.261675663,0.842264477,train,full features
0.261675663,0.842696629,train,full features
0.265195963,0.842696629,train,full features
0.265195963,0.843128781,train,full features
0.266369397,0.843128781,train,full features
0.266369397,0.843560933,train,full features
0.26683877,0.843560933,train,full features
0.26683877,0.84485739,train,full features
0.268012204,0.84485739,train,full features
0.268012204,0.845721694,train,full features
0.26895095,0.845721694,train,full features
0.26895095,0.846153846,train,full features
0.271297817,0.846153846,train,full features
0.271297817,0.847882455,train,full features
0.271767191,0.847882455,train,full features
0.271767191,0.848314607,train,full features
0.272001877,0.848314607,train,full features
0.272001877,0.848746759,train,full features
0.272236564,0.848746759,train,full features
0.272236564,0.849178911,train,full features
0.272471251,0.849178911,train,full features
0.272471251,0.850043215,train,full features
0.272705938,0.850043215,train,full features
0.272705938,0.851339672,train,full features
0.272940624,0.851339672,train,full features
0.272940624,0.852203976,train,full features
0.274114058,0.852203976,train,full features
0.274114058,0.852636128,train,full features
0.274583431,0.852636128,train,full features
0.274583431,0.85306828,train,full features
0.275522178,0.85306828,train,full features
0.275522178,0.853500432,train,full features
0.275756865,0.853500432,train,full features
0.275756865,0.853932584,train,full features
0.275991551,0.853932584,train,full features
0.275991551,0.854796889,train,full features
0.276695611,0.854796889,train,full features
0.276695611,0.855229041,train,full features
0.277399671,0.855229041,train,full features
0.277399671,0.855661193,train,full features
0.280450598,0.855661193,train,full features
0.280450598,0.858254105,train,full features
0.282328092,0.858254105,train,full features
0.282328092,0.858686258,train,full features
0.282562779,0.858686258,train,full features
0.282562779,0.859550562,train,full features
0.283032152,0.859550562,train,full features
0.283032152,0.860847018,train,full features
0.283501525,0.860847018,train,full features
0.283501525,0.862575627,train,full features
0.284205586,0.862575627,train,full features
0.284205586,0.863439931,train,full features
0.285379019,0.863439931,train,full features
0.285379019,0.864304235,train,full features
0.286083079,0.864304235,train,full features
0.286083079,0.864736387,train,full features
0.286787139,0.864736387,train,full features
0.286787139,0.866897148,train,full features
0.287021826,0.866897148,train,full features
0.287021826,0.8673293,train,full features
0.288195259,0.8673293,train,full features
0.288195259,0.867761452,train,full features
0.289134006,0.867761452,train,full features
0.289134006,0.868193604,train,full features
0.291246186,0.868193604,train,full features
0.291246186,0.869057908,train,full features
0.292184933,0.869057908,train,full features
0.292184933,0.869490061,train,full features
0.29241962,0.869490061,train,full features
0.29241962,0.869922213,train,full features
0.292654307,0.869922213,train,full features
0.292654307,0.870354365,train,full features
0.29312368,0.870354365,train,full features
0.29312368,0.870786517,train,full features
0.29382774,0.870786517,train,full features
0.29382774,0.871218669,train,full features
0.295705234,0.871218669,train,full features
0.295705234,0.871650821,train,full features
0.296174607,0.871650821,train,full features
0.296174607,0.872082973,train,full features
0.297113354,0.872082973,train,full features
0.297113354,0.872947277,train,full features
0.29734804,0.872947277,train,full features
0.29734804,0.87337943,train,full features
0.297817414,0.87337943,train,full features
0.297817414,0.873811582,train,full features
0.298286787,0.873811582,train,full features
0.298286787,0.875108038,train,full features
0.298756161,0.875108038,train,full features
0.298756161,0.876836646,train,full features
0.298990847,0.876836646,train,full features
0.298990847,0.878565255,train,full features
0.299225534,0.878565255,train,full features
0.299225534,0.879429559,train,full features
0.299694907,0.879429559,train,full features
0.299694907,0.880293863,train,full features
0.300633654,0.880293863,train,full features
0.300633654,0.881158168,train,full features
0.302276461,0.881158168,train,full features
0.302276461,0.88159032,train,full features
0.302511148,0.88159032,train,full features
0.302511148,0.882022472,train,full features
0.302980521,0.882022472,train,full features
0.302980521,0.882454624,train,full features
0.303449894,0.882454624,train,full features
0.303449894,0.882886776,train,full features
0.303919268,0.882886776,train,full features
0.303919268,0.883318928,train,full features
0.304153954,0.883318928,train,full features
0.304153954,0.88375108,train,full features
0.305092701,0.88375108,train,full features
0.305092701,0.885047537,train,full features
0.305327388,0.885047537,train,full features
0.305327388,0.885479689,train,full features
0.306500821,0.885479689,train,full features
0.306500821,0.885911841,train,full features
0.307908942,0.885911841,train,full features
0.307908942,0.886343993,train,full features
0.308143628,0.886343993,train,full features
0.308143628,0.886776145,train,full features
0.309786435,0.886776145,train,full features
0.309786435,0.887208297,train,full features
0.310490495,0.887208297,train,full features
0.310490495,0.888072602,train,full features
0.310725182,0.888072602,train,full features
0.310725182,0.888936906,train,full features
0.312602675,0.888936906,train,full features
0.312602675,0.88980121,train,full features
0.312837362,0.88980121,train,full features
0.312837362,0.891961971,train,full features
0.313072049,0.891961971,train,full features
0.313072049,0.892394123,train,full features
0.313306736,0.892394123,train,full features
0.313306736,0.892826275,train,full features
0.313776109,0.892826275,train,full features
0.313776109,0.893690579,train,full features
0.314010796,0.893690579,train,full features
0.314010796,0.894122731,train,full features
0.314480169,0.894122731,train,full features
0.314480169,0.894987035,train,full features
0.314949542,0.894987035,train,full features
0.314949542,0.89585134,train,full features
0.315418916,0.89585134,train,full features
0.315418916,0.896715644,train,full features
0.317296409,0.896715644,train,full features
0.317296409,0.897147796,train,full features
0.317531096,0.897147796,train,full features
0.317531096,0.8980121,train,full features
0.317765783,0.8980121,train,full features
0.317765783,0.898876404,train,full features
0.31940859,0.898876404,train,full features
0.31940859,0.899308557,train,full features
0.320347336,0.899308557,train,full features
0.320347336,0.899740709,train,full features
0.321051396,0.899740709,train,full features
0.321051396,0.900605013,train,full features
0.321286083,0.900605013,train,full features
0.321286083,0.901469317,train,full features
0.321990143,0.901469317,train,full features
0.321990143,0.901901469,train,full features
0.322459517,0.901901469,train,full features
0.322459517,0.902765774,train,full features
0.322694203,0.902765774,train,full features
0.322694203,0.903197926,train,full features
0.323163577,0.903197926,train,full features
0.323163577,0.903630078,train,full features
0.32363295,0.903630078,train,full features
0.32363295,0.90406223,train,full features
0.324102323,0.90406223,train,full features
0.324102323,0.904494382,train,full features
0.32433701,0.904494382,train,full features
0.32433701,0.904926534,train,full features
0.325275757,0.904926534,train,full features
0.325275757,0.905358686,train,full features
0.32644919,0.905358686,train,full features
0.32644919,0.90622299,train,full features
0.327622624,0.90622299,train,full features
0.327622624,0.907087295,train,full features
0.329500117,0.907087295,train,full features
0.329500117,0.908815903,train,full features
0.329969491,0.908815903,train,full features
0.329969491,0.909248055,train,full features
0.331377611,0.909248055,train,full features
0.331377611,0.909680207,train,full features
0.332785731,0.909680207,train,full features
0.332785731,0.91011236,train,full features
0.333959165,0.91011236,train,full features
0.333959165,0.910544512,train,full features
0.334193851,0.910544512,train,full features
0.334193851,0.910976664,train,full features
0.335601971,0.910976664,train,full features
0.335601971,0.911408816,train,full features
0.336775405,0.911408816,train,full features
0.336775405,0.911840968,train,full features
0.337010092,0.911840968,train,full features
0.337010092,0.91227312,train,full features
0.339356958,0.91227312,train,full features
0.339356958,0.912705272,train,full features
0.340061019,0.912705272,train,full features
0.340061019,0.913137424,train,full features
0.341234452,0.913137424,train,full features
0.341234452,0.914433881,train,full features
0.342407885,0.914433881,train,full features
0.342407885,0.914866033,train,full features
0.344754752,0.914866033,train,full features
0.344754752,0.915298185,train,full features
0.345458812,0.915298185,train,full features
0.345458812,0.916162489,train,full features
0.345693499,0.916162489,train,full features
0.345693499,0.916594641,train,full features
0.345928186,0.916594641,train,full features
0.345928186,0.917026793,train,full features
0.346632246,0.917026793,train,full features
0.346632246,0.917891098,train,full features
0.348275053,0.917891098,train,full features
0.348275053,0.918755402,train,full features
0.348744426,0.918755402,train,full features
0.348744426,0.919187554,train,full features
0.350387233,0.919187554,train,full features
0.350387233,0.920051858,train,full features
0.351091293,0.920051858,train,full features
0.351091293,0.92048401,train,full features
0.35132598,0.92048401,train,full features
0.35132598,0.920916162,train,full features
0.35555034,0.920916162,train,full features
0.35555034,0.921348315,train,full features
0.3562544,0.921348315,train,full features
0.3562544,0.921780467,train,full features
0.357662521,0.921780467,train,full features
0.357662521,0.922644771,train,full features
0.358366581,0.922644771,train,full features
0.358366581,0.923076923,train,full features
0.359070641,0.923076923,train,full features
0.359070641,0.923941227,train,full features
0.359540014,0.923941227,train,full features
0.359540014,0.924373379,train,full features
0.361417508,0.924373379,train,full features
0.361417508,0.924805532,train,full features
0.362121568,0.924805532,train,full features
0.362121568,0.925237684,train,full features
0.362590941,0.925237684,train,full features
0.362590941,0.925669836,train,full features
0.364937808,0.925669836,train,full features
0.364937808,0.926101988,train,full features
0.366815302,0.926101988,train,full features
0.366815302,0.92653414,train,full features
0.367284675,0.92653414,train,full features
0.367284675,0.927398444,train,full features
0.368927482,0.927398444,train,full features
0.368927482,0.927830596,train,full features
0.370100915,0.927830596,train,full features
0.370100915,0.928262748,train,full features
0.370570289,0.928262748,train,full features
0.370570289,0.928694901,train,full features
0.371274349,0.928694901,train,full features
0.371274349,0.929559205,train,full features
0.371509035,0.929559205,train,full features
0.371509035,0.929991357,train,full features
0.371743722,0.929991357,train,full features
0.371743722,0.930423509,train,full features
0.373386529,0.930423509,train,full features
0.373386529,0.930855661,train,full features
0.374559962,0.930855661,train,full features
0.374559962,0.931287813,train,full features
0.375968083,0.931287813,train,full features
0.375968083,0.932152118,train,full features
0.376672143,0.932152118,train,full features
0.376672143,0.93258427,train,full features
0.381365877,0.93258427,train,full features
0.381365877,0.933016422,train,full features
0.384886177,0.933016422,train,full features
0.384886177,0.933448574,train,full features
0.387702417,0.933448574,train,full features
0.387702417,0.933880726,train,full features
0.392161464,0.933880726,train,full features
0.392161464,0.934312878,train,full features
0.395212391,0.934312878,train,full features
0.395212391,0.93474503,train,full features
0.396151138,0.93474503,train,full features
0.396151138,0.935177182,train,full features
0.398498005,0.935177182,train,full features
0.398498005,0.935609334,train,full features
0.401783619,0.935609334,train,full features
0.401783619,0.936041487,train,full features
0.402957052,0.936041487,train,full features
0.402957052,0.936473639,train,full features
0.404834546,0.936473639,train,full features
0.404834546,0.936905791,train,full features
0.405303919,0.936905791,train,full features
0.405303919,0.937337943,train,full features
0.406007979,0.937337943,train,full features
0.406007979,0.937770095,train,full features
0.406946726,0.937770095,train,full features
0.406946726,0.938202247,train,full features
0.409058906,0.938202247,train,full features
0.409058906,0.938634399,train,full features
0.409293593,0.938634399,train,full features
0.409293593,0.939066551,train,full features
0.411171087,0.939066551,train,full features
0.411171087,0.939498704,train,full features
0.41304858,0.939498704,train,full features
0.41304858,0.939930856,train,full features
0.41375264,0.939930856,train,full features
0.41375264,0.94079516,train,full features
0.417272941,0.94079516,train,full features
0.417272941,0.941227312,train,full features
0.417507627,0.941227312,train,full features
0.417507627,0.941659464,train,full features
0.419854494,0.941659464,train,full features
0.419854494,0.942091616,train,full features
0.421497301,0.942091616,train,full features
0.421497301,0.942523768,train,full features
0.423140108,0.942523768,train,full features
0.423140108,0.94295592,train,full features
0.423609481,0.94295592,train,full features
0.423609481,0.943820225,train,full features
0.424313541,0.943820225,train,full features
0.424313541,0.944252377,train,full features
0.431354142,0.944252377,train,full features
0.431354142,0.944684529,train,full features
0.432762262,0.944684529,train,full features
0.432762262,0.945548833,train,full features
0.433701009,0.945548833,train,full features
0.433701009,0.945980985,train,full features
0.434170383,0.945980985,train,full features
0.434170383,0.94684529,train,full features
0.435109129,0.94684529,train,full features
0.435109129,0.947277442,train,full features
0.436986623,0.947277442,train,full features
0.436986623,0.947709594,train,full features
0.43792537,0.947709594,train,full features
0.43792537,0.948141746,train,full features
0.439802863,0.948141746,train,full features
0.439802863,0.948573898,train,full features
0.443323164,0.948573898,train,full features
0.443323164,0.94900605,train,full features
0.44355785,0.94900605,train,full features
0.44355785,0.949438202,train,full features
0.444027224,0.949438202,train,full features
0.444027224,0.949870354,train,full features
0.445200657,0.949870354,train,full features
0.445200657,0.950302506,train,full features
0.445435344,0.950302506,train,full features
0.445435344,0.950734659,train,full features
0.448251584,0.950734659,train,full features
0.448251584,0.951166811,train,full features
0.449425018,0.951166811,train,full features
0.449425018,0.951598963,train,full features
0.455996245,0.951598963,train,full features
0.455996245,0.952031115,train,full features
0.457404365,0.952031115,train,full features
0.457404365,0.952463267,train,full features
0.460220605,0.952463267,train,full features
0.460220605,0.952895419,train,full features
0.464444966,0.952895419,train,full features
0.464444966,0.953327571,train,full features
0.470312133,0.953327571,train,full features
0.470312133,0.953759723,train,full features
0.470781507,0.953759723,train,full features
0.470781507,0.954191876,train,full features
0.472659,0.954191876,train,full features
0.472659,0.95505618,train,full features
0.475475241,0.95505618,train,full features
0.475475241,0.955488332,train,full features
0.475709927,0.955488332,train,full features
0.475709927,0.955920484,train,full features
0.476648674,0.955920484,train,full features
0.476648674,0.956352636,train,full features
0.477118047,0.956352636,train,full features
0.477118047,0.956784788,train,full features
0.480638348,0.956784788,train,full features
0.480638348,0.957649092,train,full features
0.482515841,0.957649092,train,full features
0.482515841,0.958081245,train,full features
0.482985215,0.958081245,train,full features
0.482985215,0.958513397,train,full features
0.484393335,0.958513397,train,full features
0.484393335,0.958945549,train,full features
0.487209575,0.958945549,train,full features
0.487209575,0.959809853,train,full features
0.491903309,0.959809853,train,full features
0.491903309,0.960242005,train,full features
0.495658296,0.960242005,train,full features
0.495658296,0.960674157,train,full features
0.495892983,0.960674157,train,full features
0.495892983,0.961106309,train,full features
0.49964797,0.961106309,train,full features
0.49964797,0.962402766,train,full features
0.502933584,0.962402766,train,full features
0.502933584,0.962834918,train,full features
0.507627318,0.962834918,train,full features
0.507627318,0.96326707,train,full features
0.509504811,0.96326707,train,full features
0.509504811,0.963699222,train,full features
0.510678245,0.963699222,train,full features
0.510678245,0.964131374,train,full features
0.510912931,0.964131374,train,full features
0.510912931,0.964563526,train,full features
0.512790425,0.964563526,train,full features
0.512790425,0.964995678,train,full features
0.515137292,0.964995678,train,full features
0.515137292,0.965427831,train,full features
0.517953532,0.965427831,train,full features
0.517953532,0.965859983,train,full features
0.523586013,0.965859983,train,full features
0.523586013,0.966292135,train,full features
0.524994133,0.966292135,train,full features
0.524994133,0.967156439,train,full features
0.527341,0.967156439,train,full features
0.527341,0.967588591,train,full features
0.528279747,0.967588591,train,full features
0.528279747,0.968020743,train,full features
0.52874912,0.968020743,train,full features
0.52874912,0.968452895,train,full features
0.529218493,0.968452895,train,full features
0.529218493,0.968885048,train,full features
0.535555034,0.968885048,train,full features
0.535555034,0.9693172,train,full features
0.540014081,0.9693172,train,full features
0.540014081,0.969749352,train,full features
0.540718141,0.969749352,train,full features
0.540718141,0.970181504,train,full features
0.544942502,0.970181504,train,full features
0.544942502,0.970613656,train,full features
0.545411875,0.970613656,train,full features
0.545411875,0.971045808,train,full features
0.547524055,0.971045808,train,full features
